index,start_time,end_time,original_telugu,transliteration,Actors
245,"00:12:42,587","00:12:43,498",ఆ Rasool గాడు వదలడు.,aa Rasool gaadu vadhaladu.,
246,"00:12:43,707","00:12:44,638",వాళ్ళని వీడే చంపించాడనుకుంటాడు,vaallani veede champinchaadanukuntaadu,
247,"00:12:45,148","00:12:45,498",కదా.,kadhaa.,
248,"00:12:45,947","00:12:47,778",ఇప్పుడు నేనేం చేయాలి sir? Rasool ఎక్కడ?,ippudu nenem cheyaali sir? Rasool yekkada?,
249,"00:12:48,248","00:12:49,077",Bangkok లో ఉన్నాడు.,Bangkok lo unnaadu.,
250,"00:12:49,327","00:12:51,437",అక్కడి నుంచే నాకు call చేశాడు. వాడు ఇక్కడికి వచ్చేసరికి,akkadi nunche naaku call cheshaadu. vaadu ikkadiki vachhesariki,
251,"00:12:51,628","00:12:52,817",నువ్వు అక్కడికి jump అయిపో.,nuvvu akkadiki jump ayipo.,
252,"00:12:53,087","00:12:53,437",Jump.,Jump.,
253,"00:12:53,668","00:12:55,518","రెండు కోట్లు, అంత డబ్బు ఏం చేసుకుంటాడు sir?","rendu kotlu, antha dabbu yem chesukuntaadu sir?",
254,"00:12:55,567","00:12:55,918",విసరుగుంటాడు.,visaruguntaadu.,
255,"00:12:56,148","00:12:56,498",మనకెందకయా?,manakendhakayaa?,
256,"00:13:06,097","00:13:07,177",Hip hop,Hip hop,
257,"00:13:07,227","00:13:07,918",hip hop hip hop,hip hop hip hop,
258,"00:13:08,327","00:13:09,197",hip hop,hip hop,
259,"00:13:10,447","00:13:11,528",here comes hip hopper,here comes hip hopper,
260,"00:13:11,697","00:13:12,048",here,here,
261,"00:13:12,868","00:13:13,778",comes hip hopper,comes hip hopper,
262,"00:13:13,977","00:13:14,327",here,here,
263,"00:13:15,008","00:13:15,918",comes hip hopper,comes hip hopper,
264,"00:13:16,807","00:13:17,798",ladies and gentlemen,ladies and gentlemen,
265,"00:13:17,988","00:13:19,118",giving you the hip hopper.,giving you the hip hopper.,
266,"00:13:33,788","00:13:36,018",Chalo life is nothing but just hip hop.,Chalo life is nothing but just hip hop.,
267,"00:13:42,368","00:13:44,838",Chalo life is all about hit and hop. Thoda,Chalo life is all about hit and hop. Thoda,
268,"00:13:45,008","00:13:46,077",sa pyaar dalo,sa pyaar dalo,
269,"00:13:46,648","00:13:48,338",thoda sa fire dalo,thoda sa fire dalo,
270,"00:13:48,768","00:13:50,478",thoda sa jor dalo,thoda sa jor dalo,
271,"00:13:50,927","00:13:52,138",life is a cocktail.,life is a cocktail.,
272,"00:13:53,067","00:13:54,758",Thoda sa teep dalo,Thoda sa teep dalo,
273,"00:13:55,207","00:13:56,398",thoda sa chedu,thoda sa chedu,
274,"00:13:56,587","00:13:56,937",dalo,dalo,
275,"00:13:57,347","00:13:58,457",thoda sa navvu,thoda sa navvu,
276,"00:13:58,707","00:13:59,057",dalo,dalo,
277,"00:13:59,528","00:14:00,718",life is a cocktail.,life is a cocktail.,
278,"00:14:01,847","00:14:02,658",Suno suno,Suno suno,
279,"00:14:03,028","00:14:03,898",one more time,one more time,
280,"00:14:04,087","00:14:04,437",having,having,
281,"00:14:04,607","00:14:08,677",fun is not a crime lets all dance and sing and rhyme tudubadubaduba.,fun is not a crime lets all dance and sing and rhyme tudubadubaduba.,
282,"00:14:10,467","00:14:11,218",Suno suno,Suno suno,
283,"00:14:11,548","00:14:11,898",siddhantam,siddhantam,
284,"00:14:12,607","00:14:13,258",prathi nimisham,prathi nimisham,
285,"00:14:13,447","00:14:14,057",mana priyanestham,mana priyanestham,
286,"00:14:14,768","00:14:15,658",saradha nadhilo,saradha nadhilo,
287,"00:14:15,847","00:14:17,197",munake gutake life,munake gutake life,
288,"00:14:17,427","00:14:18,076",edhra ksharasam.,edhra ksharasam.,
289,"00:14:18,528","00:14:19,158",Shiva shambo,Shiva shambo,
290,"00:14:19,607","00:14:20,238",shiva shambo,shiva shambo,
291,"00:14:20,908","00:14:21,557",shiva shambo,shiva shambo,
292,"00:14:21,748","00:14:22,358",shiva shambo,shiva shambo,
293,"00:14:23,128","00:14:23,718",shiva shambo,shiva shambo,
294,"00:14:23,908","00:14:24,518",shiva shambo,shiva shambo,
295,"00:14:24,947","00:14:25,598",shiva shambo.,shiva shambo.,
296,"00:14:26,087","00:14:26,957",One more time.,One more time.,
297,"00:14:27,128","00:14:27,758",Shiva shambo,Shiva shambo,
298,"00:14:28,207","00:14:28,817",shiva shambo,shiva shambo,
299,"00:14:29,528","00:14:30,118",shiva shambo,shiva shambo,
300,"00:14:30,307","00:14:30,937",shiva shambo,shiva shambo,
301,"00:14:31,687","00:14:32,278",shiva shambo,shiva shambo,
302,"00:14:32,467","00:14:33,057",shiva shambo,shiva shambo,
303,"00:14:33,508","00:14:34,138",shiva shambo.,shiva shambo.,
304,"00:14:36,187","00:14:40,298",Thoda sa hip thoda sa hop life is nothing but just hip hop.,Thoda sa hip thoda sa hop life is nothing but just hip hop.,
305,"00:14:40,488","00:14:41,358",Thoda sa hip,Thoda sa hip,
306,"00:14:41,528","00:14:44,598",thoda sa hop life is all about hip and hop.,thoda sa hop life is all about hip and hop.,
307,"00:14:44,748","00:14:45,358",Here comes,Here comes,
308,"00:14:47,427","00:14:48,187",hip hopper,hip hopper,
309,"00:14:49,107","00:14:49,658",here comes,here comes,
310,"00:14:49,927","00:14:50,356",hip hopper here,hip hopper here,
311,"00:14:50,888","00:14:53,378",comes hip hopper ladies and gentlemen giving you the hip hopper.,comes hip hopper ladies and gentlemen giving you the hip hopper.,
312,"00:14:55,288","00:14:55,638",Chalo,Chalo,
313,"00:14:59,807","00:15:01,817",life is nothing but just hip hop.,life is nothing but just hip hop.,
314,"00:15:08,087","00:15:10,278",Chalo life is all about hit and hop.,Chalo life is all about hit and hop.,
315,"00:15:14,577","00:15:15,798",ఆ భావాలంటే,aa bhaavaalante,
316,"00:15:15,847","00:15:16,197",ఒకడికి,okadiki,
317,"00:15:16,388","00:15:16,738",మత్తు,maththu,
318,"00:15:17,187","00:15:18,338",భక్తి అంటే ఒకడికి,bhakti ante okadiki,
319,"00:15:18,528","00:15:18,878",మత్తు,maththu,
320,"00:15:19,327","00:15:19,677",మత్తులోనే,maththulone,
321,"00:15:20,648","00:15:20,998",లోకం,lokam,
322,"00:15:21,467","00:15:21,817",మొత్తం,moththam,
323,"00:15:21,947","00:15:22,298",ఉన్నదే.,unnadhe.,
324,"00:15:23,087","00:15:23,978",హే తాచుకుంటే,he thaachukunte,
325,"00:15:24,447","00:15:24,798",ఒకడికి,okadiki,
326,"00:15:24,967","00:15:25,317",మత్తు,maththu,
327,"00:15:25,768","00:15:26,118",దోచుకుంటే,dhochukunte,
328,"00:15:26,567","00:15:26,918",ఒకడికి,okadiki,
329,"00:15:27,128","00:15:27,478",మత్తు,maththu,
330,"00:15:27,908","00:15:28,258",మత్తులోనే,maththulone,
331,"00:15:29,268","00:15:29,618",మనిషికి,manishiki,
332,"00:15:30,067","00:15:30,838",ముక్తి ఉన్నదే.,mukti unnadhe.,
333,"00:15:31,668","00:15:32,658",హే నిషా నిషా,he nishaa nishaa,
334,"00:15:33,028","00:15:34,706",ఏదో నిషా నిన్న నేడు,yedho nishaa ninna nedu,
335,"00:15:35,187","00:15:36,577",రేపో నిషా తనకై,repo nishaa thanakai,
336,"00:15:36,748","00:15:37,098",తానే,thaane,
337,"00:15:37,288","00:15:37,638",బ్రతికే,brathike,
338,"00:15:37,847","00:15:39,218",వాడే మనలో తానిషా.,vaade manalo thaanishaa.,
339,"00:15:39,967","00:15:41,638",Shiva shambo shiva shambo,Shiva shambo shiva shambo,
340,"00:15:42,368","00:15:42,978",shiva shambo,shiva shambo,
341,"00:15:43,187","00:15:43,778",shiva shambo,shiva shambo,
342,"00:15:44,548","00:15:45,138",shiva shambo,shiva shambo,
343,"00:15:45,327","00:15:45,918",shiva shambo,shiva shambo,
344,"00:15:46,368","00:15:46,998",shiva shambo.,shiva shambo.,
345,"00:15:47,508","00:15:49,158",One more time. Shiva shambo,One more time. Shiva shambo,
346,"00:15:50,947","00:15:51,557",shiva shambo,shiva shambo,
347,"00:15:51,727","00:15:52,358",shiva shambo,shiva shambo,
348,"00:15:52,538","00:15:52,638",shiva shambo,shiva shambo,
349,"00:15:53,148","00:15:54,498",Shiva shambo shiva shambo,Shiva shambo shiva shambo,
350,"00:15:54,927","00:15:55,557",shiva shambo.,shiva shambo.,
351,"00:15:57,347","00:15:58,918",Thoda sa pyaar dalo,Thoda sa pyaar dalo,
352,"00:15:59,488","00:15:59,838",thoda,thoda,
353,"00:16:00,008","00:16:01,038",sa fire dalo,sa fire dalo,
354,"00:16:01,607","00:16:03,338",thoda sa jor dalo,thoda sa jor dalo,
355,"00:16:03,827","00:16:04,978",life is a cocktail.,life is a cocktail.,
356,"00:16:05,427","00:16:06,057",Am I right?,Am I right?,
357,"00:16:31,557","00:16:32,598",హవ్వ బాటిల్,havva baatil,
358,"00:16:32,648","00:16:33,338",అల్ల బ్రతుకుంటుంది,alla brathukuntundhi,
359,"00:16:34,347","00:16:35,457",open అయితే రుచిగుంటుంది,open ayithe ruchiguntundhi,
360,"00:16:36,508","00:16:36,858",ఓపికెంతో,opikentho,
361,"00:16:37,788","00:16:38,138",చూపి,choopi,
362,"00:16:38,648","00:16:38,998",ఒంపుకో,ompuko,
363,"00:16:39,288","00:16:39,638",మరి.,mari.,
364,"00:16:40,128","00:16:40,478",ఆ,aa,
365,"00:16:40,847","00:16:41,937",ఐసు లాగ భయసుంటుంది,aisu laaga bhayasuntundhi,
366,"00:16:42,908","00:16:44,088",కరిగి water అయిపోతుంది,karigi water ayipothundhi,
367,"00:16:45,028","00:16:45,378",వాటమెంతో,vaatamentho,
368,"00:16:46,408","00:16:46,758",చూపి,choopi,
369,"00:16:47,248","00:16:47,598",వాడుకో,vaaduko,
370,"00:16:47,888","00:16:48,238",మరి.,mari.,
371,"00:16:48,807","00:16:49,798",ఏ మజా మజా,ye majaa majaa,
372,"00:16:50,148","00:16:50,898",ఒకే మజా,oke majaa,
373,"00:16:51,227","00:16:51,577",మనిషై,manishai,
374,"00:16:51,768","00:16:54,218",పుడితే మహా మజా మనసో glassో,pudithe mahaa majaa manaso glassో,
375,"00:16:54,408","00:16:55,258",నింపితే తెరవడ,nimpithe theravada,
376,"00:16:55,498","00:16:55,848",దేవుడు,dhevudu,
377,"00:16:56,048","00:16:56,398",దరివాజా.,dharivaajaa.,
378,"00:16:57,107","00:16:57,758",Shiva shambo,Shiva shambo,
379,"00:16:58,187","00:16:58,817",shiva shambo,shiva shambo,
380,"00:16:59,528","00:17:00,138",shiva shambo,shiva shambo,
381,"00:17:00,347","00:17:00,957",shiva shambo,shiva shambo,
382,"00:17:01,687","00:17:02,298",shiva shambo,shiva shambo,
383,"00:17:02,467","00:17:03,098",shiva shambo,shiva shambo,
384,"00:17:03,548","00:17:04,177",shiva shambo.,shiva shambo.,
385,"00:17:04,647","00:17:05,538",One more time.,One more time.,
386,"00:17:05,688","00:17:06,317",Shiva shambo,Shiva shambo,
387,"00:17:08,107","00:17:08,697",shiva shambo,shiva shambo,
388,"00:17:08,907","00:17:09,517",shiva shambo shiva shambo,shiva shambo shiva shambo,
389,"00:17:10,268","00:17:10,857",Shiva shambo,Shiva shambo,
390,"00:17:11,048","00:17:11,657",shiva shambo,shiva shambo,
391,"00:17:12,087","00:17:12,717",shiva shambo.,shiva shambo.,
392,"00:17:14,748","00:17:18,877",Thoda sa hip thoda sa hop life is nothing but just hip hop.,Thoda sa hip thoda sa hop life is nothing but just hip hop.,
393,"00:17:19,048","00:17:23,157",Thoda sa hip thoda sa hop life is all about hip and hop.,Thoda sa hip thoda sa hop life is all about hip and hop.,
394,"00:17:29,488","00:17:31,737",Chalo life is nothing but just hip hop.,Chalo life is nothing but just hip hop.,
395,"00:17:41,958","00:17:43,048",ఆదిదేవ నమస్తుభ్యం,aadhidheva namasthubhyam,
396,"00:17:43,127","00:17:43,477",ప్రభాకర,prabhaakara,
397,"00:17:43,688","00:17:44,038",నమోస్తుతే,namosthuthe,
398,"00:17:44,827","00:17:45,637",దివాకర నమస్తుభ్యం,dhivaakara namasthubhyam,
399,"00:17:46,067","00:17:46,417",ప్రభాకర,prabhaakara,
400,"00:17:46,667","00:17:47,017",నమోస్తుతే.,namosthuthe.,
401,"00:17:48,327","00:17:48,488",ఆ,aa,
402,"00:17:50,407","00:17:50,757",బామ్మా.,baammaa.,
403,"00:17:54,048","00:17:54,778",ఏమిట్రా చారి?,yemitraa chaari?,
404,"00:17:54,948","00:17:57,837","పాము ఏదన్నా వచ్చిందా అంత అరుపు అరిచావ్. పాము వస్తే పర్వాలేదే బామ్మా,","paamu yedhannaa vachhindhaa antha arupu arichaav. paamu vasthe parvaaledhe baammaa,",
405,"00:17:58,048","00:17:58,977",చేప ముండొచ్చి చచ్చింది.,chepa mundochhi chachhindhi.,
406,"00:17:59,107","00:18:01,077",అసలు బ్రాహ్మణ కులంలో చేపలు ఎలా ఉన్నాయో చెప్పు.,asalu braahmana kulamlo chepalu yelaa unnaayo cheppu.,
407,"00:18:01,127","00:18:01,837",ఏమిట్రా చారి?,yemitraa chaari?,
408,"00:18:02,008","00:18:02,357",కొంపలంటుకుపోయినట్టు,kompalantukupoyinattu,
409,"00:18:02,728","00:18:03,337",ఏమిటే కేకలు.,yemite kekalu.,
410,"00:18:03,468","00:18:04,597","కేకలు కాదు, చేపలు.","kekalu kaadhu, chepalu.",
411,"00:18:04,928","00:18:06,857",అగ్రహారం మడి మొత్తం మంట కలిసిపోయింది నాన్న.,agrahaaram madi moththam manta kalisipoyindhi naanna.,
412,"00:18:07,087","00:18:07,437",పౌరోహిత్యమే,paurohithyame,
413,"00:18:07,627","00:18:07,977",కాకుండా,kaakundaa,
414,"00:18:08,327","00:18:11,117",side businessగా ఎవరో కోనేట్లో చేపలు కూడా పెంచేస్తున్నారో తెలుసా?,side businessgaa yevaro konetlo chepalu koodaa penchesthunnaaro thelusaa?,
415,"00:18:11,327","00:18:12,357",ఇక్కడ వాటినెవరు పెంచుతారురా?,ikkada vaatinevaru penchuthaaruraa?,
416,"00:18:12,928","00:18:14,038","ఏదో పొరపాటున వచ్చి ఉంటుంది,","yedho porapaatuna vachhi untundhi,",
417,"00:18:14,228","00:18:14,577",వదిలేయ్.,vadhiley.,
418,"00:18:14,708","00:18:15,057",వదిలేయకా?,vadhileyakaa?,
419,"00:18:15,327","00:18:17,298",ఇంకా పట్టుకుంటానా ఏమిటి? ఎప్పుడో వదిలి చచ్చాను.,inkaa pattukuntaanaa yemiti? yeppudo vadhili chachhaanu.,
420,"00:18:17,347","00:18:18,337",ఈ matterని మాత్రం వదిలేయలేదు.,ee matterni maathram vadhileyaledhu.,
421,"00:18:18,567","00:18:18,917","చారి,","chaari,",
422,"00:18:19,127","00:18:19,477",నీళ్లన్నాక,neellannaaka,
423,"00:18:19,667","00:18:22,747",ఒకటి రెండు చేపలు ఉండడం సహజం రా. ఆ రెండు ఊరకనే ఉంటాయా ఏమిటి?,okati rendu chepalu undadam sahajam raa. aa rendu oorakane untaayaa yemiti?,
